post_id,upload_date,content_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,traffic_source
IG0000260,2025-10-09 09:25:22.954916,260,42089,5239,411,7188,261360,314139,651,17.48,Hashtags
IG0000261,2025-07-22 09:25:22.954916,261,30992,5774,4715,10413,331991,603026,411,8.61,Profile
IG0000262,2025-08-18 09:25:22.954916,262,169194,3765,2517,156,234086,262760,791,66.84,Explore
IG0000263,2025-01-31 09:25:22.954916,263,36305,903,951,5653,1293156,1560305,650,2.81,External
IG0000264,2024-11-24 09:25:22.954916,264,186277,5986,759,13357,81244,368558,469,56.0,Home Feed
IG0000265,2025-07-22 09:25:22.954916,265,16779,5158,3720,122,50150,305170,720,8.45,External
IG0000266,2025-06-14 09:25:22.954916,266,110061,8875,1198,2598,1440948,1714477,683,7.16,Reels Feed
IG0000267,2025-03-27 09:25:22.954916,267,75012,9572,4635,13833,469884,592586,569,17.39,Hashtags
IG0000268,2025-05-08 09:25:22.954916,268,108114,8125,2933,13494,454278,555351,904,23.89,External
IG0000269,2025-05-26 09:25:22.954916,269,89416,1998,1283,11729,1771300,2267945,304,4.6,Hashtags
IG0000270,2025-09-14 09:25:22.954916,270,25486,6435,1931,3004,1708799,1860103,875,1.98,Reels Feed
IG0000271,2025-01-20 09:25:22.954916,271,20967,5401,76,13663,615603,989514,731,4.05,Hashtags
IG0000272,2025-07-22 09:25:22.954916,272,153695,5629,4631,11681,343892,443900,293,39.57,External
IG0000273,2025-05-03 09:25:22.954916,273,78397,4375,1721,5577,1048029,1288390,640,6.99,Profile
IG0000274,2025-02-03 09:25:22.954916,274,182453,6402,2221,11060,502849,690208,496,29.29,External
IG0000275,2025-07-19 09:25:22.954916,275,196452,3299,3782,11202,1069569,1329902,381,16.15,Hashtags
IG0000276,2025-11-08 09:25:22.954916,276,105181,6080,2054,7679,1739899,1797690,384,6.73,External
IG0000277,2025-08-28 09:25:22.954916,277,23970,5316,4996,9169,1182119,1451576,274,2.99,Profile
IG0000278,2025-05-08 09:25:22.954916,278,150720,4787,2894,4151,1351503,1669640,604,9.74,Hashtags
IG0000279,2025-07-26 09:25:22.954916,279,24766,8376,1985,7361,1036861,1233716,994,3.44,Explore
IG0000280,2025-07-28 09:25:22.954916,280,126329,4827,3397,14031,1303565,1578322,663,9.41,Profile
IG0000281,2024-11-20 09:25:22.954916,281,198491,9045,3079,2494,867699,1035039,59,20.59,Home Feed
IG0000282,2025-08-31 09:25:22.954916,282,139119,573,4443,847,1435370,1646027,28,8.81,Home Feed
IG0000283,2025-01-17 09:25:22.954916,283,195680,2628,3024,5782,1017733,1076512,228,19.24,Reels Feed
IG0000284,2024-11-28 09:25:22.954916,284,64591,3923,1776,4735,721222,900153,125,8.33,Explore
IG0000285,2025-01-13 09:25:22.954916,285,108274,5887,2931,8171,856409,1020367,633,12.28,Explore
IG0000286,2025-05-12 09:25:22.954916,286,127026,4585,1231,9612,1690053,2161170,881,6.59,Profile
IG0000287,2025-04-12 09:25:22.954916,287,24285,8218,1396,8635,1908631,2130735,640,2.0,Hashtags
IG0000288,2025-08-26 09:25:22.954916,288,104828,8777,3526,3112,870145,1298656,770,9.26,Profile
IG0000289,2025-08-24 09:25:22.954916,289,24717,3638,4588,7877,875833,993416,342,4.11,Explore
IG0000290,2025-06-11 09:25:22.954916,290,84605,7887,4352,4202,1920921,2328028,634,4.34,External
IG0000291,2025-01-26 09:25:22.954916,291,192090,3381,293,6536,501296,809870,643,24.98,Reels Feed
IG0000292,2025-01-05 09:25:22.954916,292,101642,9700,1040,11432,584880,640194,33,19.34,Profile
IG0000293,2025-07-26 09:25:22.954916,293,79239,525,2214,11434,1710067,2034288,61,4.59,Hashtags
IG0000294,2025-01-23 09:25:22.954916,294,109617,9154,4311,7976,1012217,1308992,434,10.01,Profile
IG0000295,2025-06-05 09:25:22.954916,295,17094,3524,2401,2691,1623215,1781193,731,1.44,Explore
IG0000296,2024-12-31 09:25:22.954916,296,8639,2690,4654,10518,1316967,1666286,964,1.59,Explore
IG0000297,2025-07-12 09:25:22.954916,297,177363,5050,586,11030,1890659,2264423,938,8.57,Explore
IG0000298,2025-07-16 09:25:22.954916,298,198802,2870,2841,2304,995964,1368173,64,15.12,Reels Feed
IG0000299,2025-04-01 09:25:22.954916,299,168780,2569,2504,14244,1454264,1462915,522,12.86,Reels Feed
IG0000300,2025-07-15 09:25:22.954916,300,102850,6535,4356,11223,1455102,1571155,612,7.95,Reels Feed
IG0000301,2025-03-01 09:25:22.954916,301,1609,6271,2856,5506,764571,807860,843,2.01,External
IG0000302,2025-03-10 09:25:22.954916,302,146158,8882,2662,8772,161414,413399,475,40.27,Hashtags
IG0000303,2025-10-24 09:25:22.954916,303,46250,7928,464,14290,1391391,1846479,464,3.73,External
IG0000304,2024-12-09 09:25:22.954916,304,178428,3222,1439,7266,1878490,2368266,695,8.04,Hashtags
IG0000305,2025-05-22 09:25:22.954916,305,37347,1707,4638,13210,1112571,1387237,213,4.1,Reels Feed
IG0000306,2025-03-27 09:25:22.954916,306,175623,4206,742,11549,898859,1365564,776,14.07,Home Feed
IG0000307,2025-10-28 09:25:22.954916,307,146162,4312,4622,7181,434271,468513,3,34.64,External
IG0000308,2025-05-12 09:25:22.954916,308,142546,5720,701,6018,1179524,1567014,129,9.89,Reels Feed
IG0000309,2024-11-30 09:25:22.954916,309,25399,8162,183,7522,384666,542482,422,7.61,Hashtags
IG0000310,2025-07-24 09:25:22.954916,310,171389,6117,1189,11239,297060,544308,130,34.89,External
IG0000311,2025-02-07 09:25:22.954916,311,71359,5604,4819,14630,456485,459705,765,20.97,Explore
IG0000312,2025-10-22 09:25:22.954916,312,27655,4899,2784,11988,1864730,2249642,80,2.1,Home Feed
IG0000313,2025-04-16 09:25:22.954916,313,198982,6733,2226,3300,1393210,1803295,779,11.71,Explore
IG0000314,2024-11-19 09:25:22.954916,314,101256,2175,3887,8229,1895678,1955852,237,5.91,Profile
IG0000315,2025-05-09 09:25:22.954916,315,103168,8839,1663,4388,1872435,2021556,175,5.84,Home Feed
IG0000316,2025-01-01 09:25:22.954916,316,7532,6575,3473,11012,1780536,2118533,520,1.35,Explore
IG0000317,2025-02-14 09:25:22.954916,317,29146,9671,1917,7298,806058,1193943,168,4.02,Profile
IG0000318,2024-11-23 09:25:22.954916,318,68978,8511,1014,14189,46469,413583,657,22.41,Hashtags
IG0000319,2025-09-22 09:25:22.954916,319,176117,9859,4272,2576,130035,431292,493,44.71,Hashtags
IG0000320,2025-10-19 09:25:22.954916,320,11922,5551,1469,7692,550818,1019850,69,2.61,Hashtags
IG0000321,2025-11-05 09:25:22.954916,321,125527,2243,3127,4296,1900731,2238773,922,6.04,Reels Feed
IG0000322,2025-10-02 09:25:22.954916,322,84762,1114,4359,6419,459820,702443,869,13.76,Profile
IG0000323,2025-08-13 09:25:22.954916,323,9580,9612,3493,6866,1489202,1798058,672,1.64,Hashtags
IG0000324,2025-02-12 09:25:22.954916,324,17236,5829,388,1779,573761,896669,207,2.81,Home Feed
IG0000325,2025-05-05 09:25:22.954916,325,53613,9391,2069,14213,1576307,1908102,398,4.16,Explore
IG0000326,2025-09-03 09:25:22.954916,326,31934,1451,2991,6249,796298,1269456,619,3.36,Reels Feed
IG0000327,2025-07-20 09:25:22.954916,327,71110,9241,3911,10315,1314032,1478477,0,6.4,Hashtags
IG0000328,2025-05-08 09:25:22.954916,328,45970,3629,3217,4483,1993468,2405366,329,2.38,Profile
IG0000329,2025-11-04 09:25:22.954916,329,197326,7859,2779,1578,1047096,1223881,487,17.12,Home Feed
IG0000330,2025-01-25 09:25:22.954916,330,63396,2088,866,13191,458953,861439,694,9.23,Home Feed
IG0000331,2025-07-19 09:25:22.954916,331,65654,6169,3262,2266,129090,551222,884,14.03,Hashtags
IG0000332,2025-09-08 09:25:22.954916,332,68336,6835,1312,5908,1889165,2013175,687,4.09,Reels Feed
IG0000333,2024-12-09 09:25:22.954916,333,30630,4290,4552,9345,1117197,1575753,394,3.1,External
IG0000334,2025-10-21 09:25:22.954916,334,27103,2680,7,11856,976457,1214697,276,3.43,Home Feed
IG0000335,2025-02-21 09:25:22.954916,335,182806,2521,2023,1196,17833,215721,724,87.4,Home Feed
IG0000336,2024-12-22 09:25:22.954916,336,41977,1458,1391,14280,265281,574110,158,10.3,Profile
IG0000337,2025-05-10 09:25:22.954916,337,168286,9481,4750,9448,1809085,2086211,199,9.2,External
IG0000338,2025-09-29 09:25:22.954916,338,120634,3331,2199,4768,436180,830084,202,15.77,Home Feed
IG0000339,2024-12-26 09:25:22.954916,339,24514,9373,1555,14422,3507,490403,235,10.17,Home Feed
IG0000340,2025-10-05 09:25:22.954916,340,155185,8396,3234,2741,991992,1141635,269,14.85,Explore
IG0000341,2025-07-08 09:25:22.954916,341,63095,2046,298,2101,1466110,1729461,698,3.91,Explore
IG0000342,2025-08-29 09:25:22.954916,342,26344,4145,1451,1381,1917559,2042673,545,1.63,Home Feed
IG0000343,2025-06-27 09:25:22.954916,343,160740,1419,586,7069,1812547,2167161,179,7.84,Hashtags
IG0000344,2025-04-27 09:25:22.954916,344,163912,3111,918,6557,508322,742511,540,23.5,Hashtags
IG0000345,2025-10-13 09:25:22.954916,345,110047,9992,405,7173,356376,576734,266,22.13,Reels Feed
IG0000346,2025-09-29 09:25:22.954916,346,123916,2104,1376,5479,1334038,1791456,497,7.42,Home Feed
IG0000347,2025-01-02 09:25:22.954916,347,39902,8206,4814,1310,1680672,1795664,551,3.02,Reels Feed
IG0000348,2025-08-12 09:25:22.954916,348,46591,7395,630,11075,1947925,2130819,802,3.08,Reels Feed
IG0000349,2025-07-10 09:25:22.954916,349,3332,5321,3182,13960,1634070,1755861,508,1.47,Home Feed
IG0000350,2025-03-13 09:25:22.954916,350,7180,70,177,861,1140406,1375152,298,0.6,Home Feed
IG0000351,2024-12-16 09:25:22.954916,351,28781,7766,1869,9217,334687,603178,968,7.9,Profile
IG0000352,2025-09-13 09:25:22.954916,352,79511,6656,4865,14474,1261935,1574463,173,6.7,Profile
IG0000353,2025-07-10 09:25:22.954916,353,10706,2212,1523,6852,1511476,1597807,726,1.33,Profile
IG0000354,2025-07-12 09:25:22.954916,354,160236,342,2635,319,251615,639157,386,25.59,Hashtags
IG0000355,2025-04-07 09:25:22.954916,355,136679,8906,2584,10497,1504365,1981802,590,8.01,Profile
IG0000356,2024-11-20 09:25:22.954916,356,41270,6884,2650,8806,1215387,1223478,369,4.87,External
IG0000357,2025-10-29 09:25:22.954916,357,6934,2295,1861,5771,1352538,1549191,422,1.09,Home Feed
IG0000358,2024-12-30 09:25:22.954916,358,60006,1850,2962,4108,1548657,1846690,498,3.73,Hashtags
IG0000359,2025-07-02 09:25:22.954916,359,30106,7577,1446,8424,527751,917057,180,5.19,Hashtags
IG0000360,2025-06-21 09:25:22.954916,360,138617,9670,883,12016,1924296,1989815,832,8.1,Explore
IG0000361,2025-06-29 09:25:22.954916,361,196587,5619,938,953,399238,723140,877,28.22,Hashtags
IG0000362,2025-05-21 09:25:22.954916,362,187182,9372,3533,13245,1760326,1969126,425,10.83,Home Feed
IG0000363,2025-10-19 09:25:22.954916,363,18536,3191,362,6502,1619507,2087538,358,1.37,Profile
IG0000364,2025-03-25 09:25:22.954916,364,117436,8831,2761,8787,1728147,2091502,841,6.59,External
IG0000365,2025-10-12 09:25:22.954916,365,94654,787,2925,3860,1579587,1975427,733,5.17,Hashtags
IG0000366,2025-07-26 09:25:22.954916,366,88490,4741,3202,12013,1313678,1614439,790,6.72,External
IG0000367,2025-09-20 09:25:22.954916,367,104684,6139,1863,6193,1186895,1274447,748,9.33,Hashtags
IG0000368,2025-09-30 09:25:22.954916,368,59765,2061,2702,8934,967392,1233746,611,5.95,Profile
IG0000369,2025-03-03 09:25:22.954916,369,115927,5140,757,8867,1435455,1478388,977,8.84,External
IG0000370,2025-11-14 09:25:22.954916,370,60073,2709,355,8942,1832533,2279656,608,3.16,External
IG0000371,2024-12-20 09:25:22.954916,371,121589,3994,243,270,174596,470224,79,26.82,Hashtags
IG0000372,2024-11-19 09:25:22.954916,372,100483,5771,1493,3728,51930,368071,867,30.29,Reels Feed
IG0000373,2025-02-05 09:25:22.954916,373,34311,42,1935,3233,798178,1003162,30,3.94,Reels Feed
IG0000374,2025-03-18 09:25:22.954916,374,128433,59,1883,13958,463214,799018,840,18.06,Reels Feed
IG0000375,2025-08-15 09:25:22.954916,375,170382,7393,532,16,201259,590387,961,30.2,Profile
IG0000376,2025-03-11 09:25:22.954916,376,170631,3543,4791,7133,75903,427998,447,43.48,Reels Feed
IG0000377,2024-12-12 09:25:22.954916,377,69744,2135,4512,13514,884313,1001894,300,8.97,Explore
IG0000378,2024-12-16 09:25:22.954916,378,29720,3001,860,2327,307432,524122,817,6.85,External
IG0000379,2025-02-03 09:25:22.954916,379,185097,4946,3443,6068,586852,695753,827,28.68,Explore
IG0000380,2025-04-01 09:25:22.954916,380,116401,7781,2390,7222,856336,1161700,726,11.52,Reels Feed
IG0000381,2025-01-06 09:25:22.954916,381,2311,8570,1627,10230,1008971,1486451,772,1.53,Profile
IG0000382,2025-08-13 09:25:22.954916,382,68817,2937,4310,4791,1473326,1756717,510,4.6,Profile
IG0000383,2025-08-23 09:25:22.954916,383,14480,3961,4444,1759,1783899,2255239,820,1.09,Hashtags
IG0000384,2025-09-13 09:25:22.954916,384,37450,9721,4824,14542,890594,1219127,859,5.46,Hashtags
IG0000385,2025-07-11 09:25:22.954916,385,64107,1868,606,7619,565934,700960,974,10.59,External
IG0000386,2025-04-23 09:25:22.954916,386,106474,9794,2886,10229,995689,1145867,408,11.29,Hashtags
IG0000387,2025-07-23 09:25:22.954916,387,182335,4661,4796,11071,1448527,1494155,362,13.58,Explore
IG0000388,2025-09-02 09:25:22.954916,388,63047,1211,1842,7482,1472426,1910408,821,3.85,Home Feed
IG0000389,2025-10-13 09:25:22.954916,389,180234,650,390,14580,456462,864782,328,22.65,Home Feed
IG0000390,2025-10-31 09:25:22.954916,390,104154,1241,4332,4584,1326936,1576925,560,7.25,Hashtags
IG0000391,2025-10-04 09:25:22.954916,391,101706,5362,2825,6536,1146665,1606714,493,7.25,Profile
IG0000392,2025-10-12 09:25:22.954916,392,42232,9502,1202,3637,1375827,1828612,464,3.09,Hashtags
IG0000393,2025-06-25 09:25:22.954916,393,134879,1763,3219,770,500017,936810,231,15.01,External
IG0000394,2025-04-14 09:25:22.954916,394,83724,9958,4666,1163,137009,299807,238,33.19,Hashtags
IG0000395,2025-07-30 09:25:22.954916,395,14674,939,1739,6165,349915,843024,457,2.79,External
IG0000396,2025-03-31 09:25:22.954916,396,168610,7272,1158,10077,363051,409684,854,45.67,Hashtags
IG0000397,2025-09-23 09:25:22.954916,397,65367,5009,159,8147,773649,1267859,260,6.21,Reels Feed
IG0000398,2025-06-01 09:25:22.954916,398,180434,5947,3486,1480,574170,1073315,210,17.83,Hashtags
IG0000399,2025-05-18 09:25:22.954916,399,39202,9891,185,757,300121,348572,327,14.35,Explore
IG0000400,2025-05-20 09:25:22.954916,400,166298,8357,1303,12901,1824301,2100958,160,8.99,Hashtags
IG0000401,2025-06-14 09:25:22.954916,401,19459,7750,3684,7603,738519,971979,299,3.96,Home Feed
IG0000402,2025-04-11 09:25:22.954916,402,18110,5350,1185,11312,50584,186959,546,19.23,Reels Feed
IG0000403,2025-04-26 09:25:22.954916,403,197989,1054,4526,14976,219458,422592,227,51.72,Profile
IG0000404,2025-11-10 09:25:22.954916,404,85658,672,1826,8685,65379,375676,22,25.78,Explore
IG0000405,2025-09-13 09:25:22.954916,405,174222,4917,2588,10478,1908474,2272426,949,8.46,Home Feed
IG0000406,2025-10-01 09:25:22.954916,406,138447,6595,994,1752,373566,389946,55,37.9,Home Feed
IG0000407,2025-02-10 09:25:22.954916,407,10289,5394,1946,7742,1988589,2116652,518,1.2,Profile
IG0000408,2025-08-16 09:25:22.954916,408,31936,6875,3823,7629,1804584,2086953,128,2.41,Reels Feed
IG0000409,2025-02-02 09:25:22.954916,409,107962,4523,1704,7007,1946296,2206101,885,5.49,Profile
IG0000410,2025-08-07 09:25:22.954916,410,43352,4591,3965,8828,182326,297625,680,20.41,Explore
IG0000411,2024-11-21 09:25:22.954916,411,197669,6850,3214,12944,1626876,1686552,827,13.08,External
IG0000412,2025-07-04 09:25:22.954916,412,14473,1622,2921,14576,1330971,1655706,696,2.03,Hashtags
IG0000413,2025-09-07 09:25:22.954916,413,189422,8459,4468,13037,1350190,1589722,490,13.55,Reels Feed
IG0000414,2025-01-24 09:25:22.954916,414,121136,9958,1441,5613,41011,279353,143,49.45,Home Feed
IG0000415,2025-05-23 09:25:22.954916,415,135581,662,2618,13885,682439,893095,466,17.1,Reels Feed
IG0000416,2024-11-25 09:25:22.954916,416,7936,8252,3941,9749,1534935,1877309,548,1.59,Home Feed
IG0000417,2025-05-07 09:25:22.954916,417,54101,5703,4673,9429,660820,970190,933,7.62,Home Feed
IG0000418,2025-10-08 09:25:22.954916,418,36886,3023,2092,9945,952854,1310625,507,3.96,Reels Feed
IG0000419,2025-07-28 09:25:22.954916,419,173291,7412,3638,10329,1968186,2247718,755,8.66,Hashtags
IG0000420,2025-08-03 09:25:22.954916,420,88664,1728,2048,9616,337010,656894,176,15.54,Profile
IG0000421,2025-03-30 09:25:22.954916,421,75603,5967,823,11146,868615,902103,646,10.37,Profile
IG0000422,2025-09-03 09:25:22.954916,422,11406,8057,1957,579,80019,205912,35,10.68,Explore
IG0000423,2025-07-21 09:25:22.954916,423,65169,4596,2972,12375,470188,498956,388,17.06,Hashtags
IG0000424,2025-11-15 09:25:22.954916,424,1246,9364,3163,13327,1042388,1077088,334,2.52,Explore
IG0000425,2025-11-08 09:25:22.954916,425,132193,1395,838,2569,1796389,1875063,861,7.31,Home Feed
IG0000426,2025-05-06 09:25:22.954916,426,177316,8764,3353,1038,1659683,1770570,838,10.76,Home Feed
IG0000427,2025-04-16 09:25:22.954916,427,79375,9738,2220,14871,313242,595283,112,17.84,Explore
IG0000428,2025-01-08 09:25:22.954916,428,138257,787,3529,7295,500937,878119,676,17.07,Home Feed
IG0000429,2024-11-28 09:25:22.954916,429,177400,1887,1191,14448,1530913,1904207,267,10.24,Profile
IG0000430,2025-07-26 09:25:22.954916,430,98529,7746,3470,1595,1836210,2210195,119,5.04,Hashtags
IG0000431,2025-07-03 09:25:22.954916,431,12588,8451,411,10476,1458667,1749829,786,1.82,Hashtags
IG0000432,2025-03-18 09:25:22.954916,432,45916,5036,2082,11362,284400,589931,839,10.92,Explore
IG0000433,2025-07-07 09:25:22.954916,433,189228,5857,1380,14868,1510559,1843472,338,11.46,Home Feed
IG0000434,2025-09-05 09:25:22.954916,434,81753,4829,1364,7517,1118733,1131540,499,8.44,Reels Feed
IG0000435,2025-07-16 09:25:22.954916,435,161770,641,3199,901,341325,646132,341,25.77,Hashtags
IG0000436,2025-06-17 09:25:22.954916,436,66535,9698,1763,7027,1524853,1635316,65,5.2,Profile
IG0000437,2025-03-26 09:25:22.954916,437,146739,3043,1199,9122,938114,1097651,186,14.59,Profile
IG0000438,2025-01-12 09:25:22.954916,438,167744,3039,992,1436,1991453,2086276,253,8.3,Reels Feed
IG0000439,2024-12-03 09:25:22.954916,439,133680,1328,1940,9336,1974461,2117283,6,6.91,Profile
IG0000440,2025-01-03 09:25:22.954916,440,99718,8279,2667,1980,1740937,1889180,82,5.96,Profile
IG0000441,2025-01-17 09:25:22.954916,441,82328,180,3261,11572,1870175,2271242,362,4.29,Explore
IG0000442,2025-03-05 09:25:22.954916,442,84146,2424,4334,7992,1405396,1512962,788,6.54,Home Feed
IG0000443,2024-12-04 09:25:22.954916,443,1673,8266,2553,9751,1541776,1687185,158,1.32,Home Feed
IG0000444,2025-04-07 09:25:22.954916,444,48487,2736,3647,3082,214450,511820,606,11.32,Hashtags
IG0000445,2025-11-02 09:25:22.954916,445,105175,8607,912,477,501918,542206,607,21.24,Reels Feed
IG0000446,2025-07-25 09:25:22.954916,446,136909,1305,1299,2709,448034,830267,18,17.13,Profile
IG0000447,2025-06-12 09:25:22.954916,447,11587,8319,949,14573,1700053,1969980,877,1.8,Explore
IG0000448,2025-08-14 09:25:22.954916,448,62228,9460,728,11703,1730198,2205625,900,3.81,External
IG0000449,2025-07-28 09:25:22.954916,449,121076,6407,3842,9921,210321,461341,35,30.62,Home Feed
IG0000450,2025-10-22 09:25:22.954916,450,106493,1794,4385,10782,335428,684593,94,18.03,Home Feed
IG0000451,2024-12-26 09:25:22.954916,451,151444,4866,4526,14290,1164692,1292086,847,13.55,Hashtags
IG0000452,2025-02-27 09:25:22.954916,452,108676,3133,3874,8924,1979125,2419625,331,5.15,Explore
IG0000453,2024-12-02 09:25:22.954916,453,194553,8676,4057,9979,1408134,1661032,919,13.08,Explore
IG0000454,2025-01-16 09:25:22.954916,454,65438,6545,4644,14858,437053,449149,593,20.37,Profile
IG0000455,2025-07-09 09:25:22.954916,455,111558,9447,1110,9991,1350217,1557260,719,8.48,Home Feed
IG0000456,2025-07-15 09:25:22.954916,456,28701,5403,3599,10625,1040012,1351447,923,3.58,External
IG0000457,2025-08-02 09:25:22.954916,457,136371,1511,4167,568,353101,603100,509,23.65,External
IG0000458,2025-08-14 09:25:22.954916,458,42814,436,94,6838,1213504,1503360,505,3.34,Reels Feed
IG0000459,2025-05-04 09:25:22.954916,459,21622,8311,1296,7259,1453020,1905972,868,2.02,Home Feed
IG0000460,2025-06-23 09:25:22.954916,460,108373,8694,267,4680,1443196,1893168,430,6.44,Home Feed
IG0000461,2025-11-13 09:25:22.954916,461,103158,4857,827,6580,527270,591482,60,19.51,Reels Feed
IG0000462,2025-10-10 09:25:22.954916,462,173442,9369,829,3520,1986601,2121309,119,8.82,External
IG0000463,2025-07-20 09:25:22.954916,463,73236,1342,3129,7533,313577,701152,10,12.16,Profile
IG0000464,2025-03-14 09:25:22.954916,464,27527,3701,2630,3400,893505,1217872,743,3.06,Home Feed
IG0000465,2025-05-26 09:25:22.954916,465,2960,9760,4524,8861,1236235,1329110,436,1.96,Profile
IG0000466,2025-05-17 09:25:22.954916,466,140062,3685,17,3814,28842,275148,803,53.64,Home Feed
IG0000467,2025-08-08 09:25:22.954916,467,177017,9997,2744,10743,1375647,1483704,242,13.51,Reels Feed
IG0000468,2025-09-08 09:25:22.954916,468,98274,8334,100,4912,571694,965960,448,11.56,Explore
IG0000469,2025-02-28 09:25:22.954916,469,169384,7528,1967,13966,1921745,2236537,588,8.62,Profile
